league,league_id,provider,opta_name,provider_name
Estonian Meistriliiga,4634,api_football,FCI Levadia,FC Levadia Tallinn
Estonian Meistriliiga,4634,api_football,Flora,Flora Tallinn
Estonian Meistriliiga,4634,api_football,Nõmme Kalju,Kalju Nomme
Estonian Meistriliiga,4634,api_football,Paide,Paide Linnameeskond
Estonian Meistriliiga,4634,api_football,Vaprus,Pärnu Vaprus
Estonian Meistriliiga,4634,api_football,Laagri,Harju Laagri
Estonian Meistriliiga,4634,api_football,Tammeka,Tartu Tammeka
Estonian Meistriliiga,4634,api_football,Nõmme United,Nomme United
Estonian Meistriliiga,4634,api_football,Trans,Trans Narva
Estonian Meistriliiga,4634,api_football,Kuressaare,FC Kuressaare
Faroe Islands Premier League,4635,api_football,KÍ,KI Klaksvik
Faroe Islands Premier League,4635,api_football,NSÍ,NSI Runavik
Faroe Islands Premier League,4635,api_football,HB,HB Torshavn
Faroe Islands Premier League,4635,api_football,Víkingur,Vikingur Gota
Faroe Islands Premier League,4635,api_football,B36,B36 Torshavn
Faroe Islands Premier League,4635,api_football,AB,AB Argir
Faroe Islands Premier League,4635,api_football,B68,B68 Toftir
Faroe Islands Premier League,4635,api_football,EB / Streymur,EB/Streymur
Faroe Islands Premier League,4635,api_football,Skála,Skala IF
Finnish Veikkausliiga,4636,api_football,Inter Turku,FC Inter Turku
Finnish Veikkausliiga,4636,api_football,KuPS,KuPS Kuopio
Finnish Veikkausliiga,4636,api_football,HJK,HJK Helsinki
Finnish Veikkausliiga,4636,api_football,Ilves,Ilves Tampere
Finnish Veikkausliiga,4636,api_football,VPS,VPS Vaasa
Finnish Veikkausliiga,4636,api_football,SJK,SJK Seinajoki
Finnish Veikkausliiga,4636,api_football,Gnistan,FC Gnistan
Finnish Veikkausliiga,4636,api_football,Lahti,FC Lahti
Finnish Veikkausliiga,4636,api_football,Oulu,AC Oulu
Finnish Veikkausliiga,4636,api_football,TPS,Turku PS
Finnish Veikkausliiga,4636,api_football,Jaro,FF Jaro
Finnish Veikkausliiga,4636,api_football,Mariehamn,IFK Mariehamn
Georgian Erovnuli Liga,4638,api_football,Iberia 1999,FC Iberia 1999
Georgian Erovnuli Liga,4638,api_football,Iberia 1999,Saburtalo (former name, still used by API-Football's European qualifying data)
Georgian Erovnuli Liga,4638,api_football,Torpedo Kutaisi,FC Torpedo Kutaisi
Georgian Erovnuli Liga,4638,api_football,Dila,Dila Gori
Georgian Erovnuli Liga,4638,api_football,Dinamo Tbilisi,FC Dinamo Tbilisi
Georgian Erovnuli Liga,4638,api_football,Rustavi,FC Rustavi
Georgian Erovnuli Liga,4638,api_football,Dinamo Batumi,FC Dinamo Batumi
Georgian Erovnuli Liga,4638,api_football,Samgurali,Samgurali Tskhaltubo
Georgian Erovnuli Liga,4638,api_football,Gagra,FC Gagra
Georgian Erovnuli Liga,4638,api_football,Spaeri,FC Spaeri
Georgian Erovnuli Liga,4638,api_football,Meshakhte,Meshakhte Tkibuli
Gibraltarian National League,4964,api_football,Lincoln Red Imps,Lincoln Red Imps FC
Gibraltarian National League,4964,api_football,St Joseph's,St Joseph S Fc
Gibraltarian National League,4964,api_football,Europa,Europa FC
Gibraltarian National League,4964,api_football,Mons Calpe,Mons Calpe SC
Gibraltarian National League,4964,api_football,Magpies,FCB Magpies
Greek Super League 1,4336,api_football,Olympiakos Piraeus,Olympiacos
Greek Super League 1,4336,api_football,AEK Athens,AEK Athens FC
Greek Super League 1,4336,api_football,Aris,Aris Thessalonikis
Greek Super League 1,4336,api_football,Atromitos,Atromitos Athens
Greek Super League 1,4336,api_football,OFI,OFI Crete
Greek Super League 1,4336,api_football,Panaitolikos,Panetolikos
Greek Super League 1,4336,api_football,Volos NFC,Volos
Hungarian NB I,4690,api_football,Ferencváros,Ferencvarosi TC
Hungarian NB I,4690,api_football,Győri ETO,Gyori ETO FC
Hungarian NB I,4690,api_football,Paks,FC Paksi
Hungarian NB I,4690,api_football,Puskás,Puskas Academy
Hungarian NB I,4690,api_football,Debrecen,Debreceni VSC
Hungarian NB I,4690,api_football,Zalaegerszeg,Zalaegerszegi TE
Hungarian NB I,4690,api_football,MTK,MTK Budapest
Hungarian NB I,4690,api_football,Nyíregyháza Spartacus,Nyiregyhaza
Hungarian NB I,4690,api_football,Újpest,Ujpest
Hungarian NB I,4690,api_football,Kisvárda,Kisvarda FC
Hungarian NB I,4690,api_football,Honvéd,Budapest Honved
Icelandic Besta deild karla,4642,api_football,Víkingur Reykjavík,Vikingur Reykjavik
Icelandic Besta deild karla,4642,api_football,KR,KR Reykjavik
Icelandic Besta deild karla,4642,api_football,Breiðablik,Breidablik
Icelandic Besta deild karla,4642,api_football,Fram,Fram Reykjavik
Icelandic Besta deild karla,4642,api_football,Valur,Valur Reykjavik
Icelandic Besta deild karla,4642,api_football,Keflavík,Keflavik
Icelandic Besta deild karla,4642,api_football,ÍA,IA Akranes
Icelandic Besta deild karla,4642,api_football,FH,FH hafnarfjordur
Icelandic Besta deild karla,4642,api_football,KA,KA Akureyri
Icelandic Besta deild karla,4642,api_football,ÍBV,IBV Vestmannaeyjar
Icelandic Besta deild karla,4642,api_football,Þór,Thor Akureyri
Irish Premier Division,4643,api_football,Bohemians,Bohemian FC
Irish Premier Division,4643,api_football,St Patrick's Athletic,St Patrick's Athl.
Irish Premier Division,4643,api_football,Shelbourne,Shelbourne FC
Irish Premier Division,4643,api_football,Dundalk,Dundalk FC
Irish Premier Division,4643,api_football,Waterford,Waterford FC
Israeli Premier League,4644,api_football,Hapoel Be'er Sheva,Hapoel Beer Sheva
Israeli Premier League,4644,api_football,Hapoel Tel Aviv,Hapoel Tel-Aviv
Israeli Premier League,4644,api_football,Hapoel Petah Tikva,Hapoel Petach Tikva
Israeli Premier League,4644,api_football,Ironi Kiryat Shmona,Hapoel Ironi Kiryat Shmona
Israeli Premier League,4644,api_football,Hapoel Jerusalem,Hapoel Katamon
Kazakhstan Premier League,4649,api_football,Kairat,Kairat Almaty
Kazakhstan Premier League,4649,api_football,Ordabasy,Ordabasy Shymkent
Kazakhstan Premier League,4649,api_football,Astana,FC Astana
Kazakhstan Premier League,4649,api_football,Yelimay,Yelimay Semey
Kazakhstan Premier League,4649,api_football,Aktobe,FC Aktobe
Kazakhstan Premier League,4649,api_football,Tobol Kostanay,FK Tobol Kostanay
Kazakhstan Premier League,4649,api_football,Okzhetpes,Okzhetpes Kokshetau
